age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,is_missing
59,unknown,married,unknown,unknown,no,no,telephone,may,tue,113,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,114,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
41,management,married,unknown,unknown,no,no,telephone,may,tue,448,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
37,technician,single,high.school,unknown,no,yes,telephone,may,tue,264,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,unknown,married,unknown,unknown,yes,no,telephone,may,tue,288,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
54,management,married,basic.6y,unknown,yes,yes,telephone,may,tue,381,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,176,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
32,admin.,single,university.degree,unknown,no,no,telephone,may,tue,215,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,housemaid,married,professional.course,unknown,no,no,telephone,may,tue,188,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
56,technician,married,unknown,no,yes,no,telephone,may,tue,174,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
41,unemployed,married,basic.9y,unknown,no,no,telephone,may,tue,111,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,46,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
32,admin.,single,university.degree,unknown,unknown,unknown,telephone,may,tue,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
31,services,married,high.school,unknown,unknown,unknown,telephone,may,tue,374,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,325,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
51,admin.,married,basic.6y,unknown,yes,no,telephone,may,tue,531,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
56,entrepreneur,married,university.degree,unknown,no,no,telephone,may,tue,153,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
33,admin.,married,basic.9y,no,unknown,unknown,telephone,may,tue,80,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
51,services,divorced,high.school,unknown,yes,no,telephone,may,tue,568,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,services,married,high.school,unknown,yes,no,telephone,may,tue,918,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,True
60,unknown,single,unknown,unknown,yes,no,telephone,may,tue,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
47,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,269,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
32,technician,married,unknown,unknown,yes,no,telephone,may,tue,267,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,housemaid,single,basic.4y,unknown,yes,no,telephone,may,tue,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,288,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,admin.,married,unknown,no,no,no,telephone,may,tue,221,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
40,management,married,basic.9y,unknown,unknown,unknown,telephone,may,tue,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
47,admin.,single,unknown,unknown,yes,no,telephone,may,tue,247,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
41,services,married,high.school,unknown,yes,yes,telephone,may,tue,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,services,married,high.school,unknown,no,no,telephone,may,tue,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
33,blue-collar,single,basic.4y,unknown,no,no,telephone,may,tue,26,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
38,admin.,single,basic.6y,unknown,no,no,telephone,may,tue,250,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
55,self-employed,married,unknown,unknown,no,no,telephone,may,tue,146,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,blue-collar,single,basic.9y,unknown,no,no,telephone,may,tue,440,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
57,technician,married,professional.course,unknown,no,yes,telephone,may,tue,289,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
50,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,153,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,375,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,440,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
38,blue-collar,single,basic.4y,unknown,no,no,telephone,may,tue,87,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,tue,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,502,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,admin.,married,university.degree,unknown,no,no,telephone,may,tue,209,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,admin.,divorced,university.degree,no,unknown,unknown,telephone,may,tue,179,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,69,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,technician,married,unknown,no,no,no,telephone,may,tue,105,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
43,unemployed,married,university.degree,unknown,unknown,unknown,telephone,may,tue,87,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,entrepreneur,married,professional.course,no,unknown,unknown,telephone,may,tue,524,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,technician,married,professional.course,no,unknown,unknown,telephone,may,tue,155,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
51,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,162,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
56,retired,married,basic.4y,unknown,yes,yes,telephone,may,tue,316,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
32,services,married,high.school,unknown,no,yes,telephone,may,tue,535,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
37,blue-collar,married,unknown,no,no,no,telephone,may,tue,390,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
53,management,married,university.degree,unknown,no,no,telephone,may,tue,369,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,unknown,married,unknown,unknown,no,no,telephone,may,tue,79,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,unknown,married,unknown,unknown,no,no,telephone,may,tue,315,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
41,management,married,university.degree,unknown,no,no,telephone,may,tue,174,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
54,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,36,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
34,services,single,high.school,no,unknown,unknown,telephone,may,tue,147,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
58,admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
31,services,married,high.school,unknown,no,no,telephone,may,tue,231,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
53,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,tue,78,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
37,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,258,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,services,married,high.school,unknown,no,no,telephone,may,tue,218,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
38,services,married,high.school,unknown,no,no,telephone,may,tue,392,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
30,blue-collar,single,unknown,no,yes,yes,telephone,may,tue,201,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
58,admin.,married,unknown,unknown,yes,no,telephone,may,tue,328,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
55,management,married,university.degree,unknown,yes,no,telephone,may,tue,416,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,technician,married,unknown,unknown,yes,no,telephone,may,tue,175,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,housemaid,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,524,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
54,retired,married,high.school,unknown,yes,no,telephone,may,tue,412,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
36,technician,married,basic.9y,unknown,yes,no,telephone,may,tue,284,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,507,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
51,blue-collar,divorced,unknown,unknown,yes,yes,telephone,may,tue,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
56,management,married,university.degree,unknown,no,yes,telephone,may,tue,92,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,management,divorced,university.degree,unknown,yes,no,telephone,may,tue,205,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
59,retired,divorced,basic.4y,unknown,no,no,telephone,may,tue,273,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,admin.,single,unknown,no,yes,no,telephone,may,tue,339,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,308,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,467,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
56,management,married,university.degree,unknown,no,no,telephone,may,tue,191,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
48,services,single,high.school,unknown,yes,no,telephone,may,tue,196,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
40,admin.,single,high.school,unknown,no,no,telephone,may,tue,64,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,management,divorced,university.degree,unknown,yes,no,telephone,may,tue,378,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
48,technician,married,basic.4y,unknown,no,no,telephone,may,tue,118,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
45,housemaid,married,professional.course,unknown,yes,no,telephone,may,tue,1597,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,True
49,management,married,professional.course,unknown,yes,no,telephone,may,tue,107,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
50,housemaid,married,basic.4y,unknown,yes,no,telephone,may,tue,176,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
40,technician,married,professional.course,unknown,yes,no,telephone,may,tue,251,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
52,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,79,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
53,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,13,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,services,married,high.school,unknown,no,no,telephone,may,tue,296,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
59,admin.,married,university.degree,unknown,no,no,telephone,may,tue,132,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
57,housemaid,married,basic.6y,unknown,yes,no,telephone,may,tue,121,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,593,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
42,admin.,married,high.school,unknown,yes,no,telephone,may,tue,99,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
60,retired,divorced,university.degree,unknown,yes,no,telephone,may,tue,198,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
57,management,married,university.degree,unknown,no,no,telephone,may,tue,190,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
35,student,single,university.degree,unknown,no,no,telephone,may,tue,172,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
27,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,314,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
47,admin.,single,unknown,unknown,yes,yes,telephone,may,tue,410,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
48,blue-collar,married,professional.course,unknown,no,no,telephone,may,tue,207,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,self-employed,single,basic.4y,unknown,yes,no,telephone,may,tue,83,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
41,technician,single,university.degree,unknown,no,no,telephone,may,tue,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,42,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
44,blue-collar,married,unknown,unknown,yes,no,telephone,may,tue,336,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
59,management,married,basic.4y,unknown,yes,no,telephone,may,tue,88,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,tue,305,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
38,unemployed,married,basic.4y,unknown,yes,yes,telephone,may,tue,206,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,216,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,True
39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,169,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
37,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,148,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
39,blue-collar,married,professional.course,unknown,yes,no,telephone,may,wed,132,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
30,technician,married,university.degree,unknown,no,no,telephone,may,wed,118,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
44,self-employed,married,university.degree,unknown,no,no,telephone,may,wed,202,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
38,technician,married,unknown,unknown,unknown,unknown,telephone,may,wed,162,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
30,student,single,high.school,unknown,no,no,telephone,may,wed,216,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
37,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,195,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
54,housemaid,divorced,unknown,no,yes,no,telephone,may,wed,96,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
41,management,married,unknown,unknown,yes,no,telephone,may,wed,149,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
38,blue-collar,single,unknown,unknown,no,yes,telephone,may,wed,70,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
33,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,wed,141,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
30,services,married,high.school,unknown,no,no,telephone,may,wed,629,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
30,services,married,high.school,unknown,yes,no,telephone,may,wed,502,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
38,blue-collar,married,basic.6y,no,unknown,unknown,telephone,may,wed,131,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
58,admin.,married,basic.4y,unknown,no,yes,telephone,may,wed,120,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
33,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,113,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
33,blue-collar,single,basic.9y,unknown,unknown,unknown,telephone,may,wed,150,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
44,management,single,university.degree,unknown,yes,yes,telephone,may,wed,91,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
28,unknown,single,basic.9y,unknown,no,no,telephone,may,wed,298,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
36,services,single,unknown,no,yes,no,telephone,may,wed,326,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
38,blue-collar,divorced,unknown,no,yes,no,telephone,may,wed,215,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
33,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,wed,97,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
39,blue-collar,divorced,basic.6y,unknown,yes,yes,telephone,may,wed,32,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
47,blue-collar,single,basic.4y,unknown,yes,no,telephone,may,wed,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
36,services,single,unknown,no,yes,no,telephone,may,wed,852,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
56,entrepreneur,married,university.degree,unknown,yes,no,telephone,may,wed,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
57,self-employed,single,high.school,unknown,no,no,telephone,may,wed,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
52,blue-collar,single,high.school,unknown,unknown,unknown,telephone,may,wed,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
44,technician,single,unknown,unknown,yes,no,telephone,may,wed,231,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
54,management,married,high.school,unknown,yes,no,telephone,may,wed,74,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
31,admin.,married,university.degree,unknown,no,no,telephone,may,wed,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
45,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,wed,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
28,student,single,basic.9y,unknown,yes,yes,telephone,may,wed,732,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes,True
45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,142,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,121,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
51,admin.,married,high.school,unknown,yes,no,telephone,may,wed,359,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
41,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,112,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
39,admin.,single,unknown,no,yes,no,telephone,may,wed,1521,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
53,admin.,single,university.degree,unknown,yes,no,telephone,may,wed,122,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
44,admin.,divorced,high.school,unknown,yes,no,telephone,may,wed,800,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
53,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,wed,615,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,227,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
31,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
31,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,298,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,True
